status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,openfda.application_number,openfda.brand_name,openfda.generic_name,openfda.manufacturer_name,openfda.product_ndc,openfda.product_type,openfda.route,openfda.substance_name,openfda.rxcui,openfda.spl_id,openfda.spl_set_id,openfda.package_ndc,openfda.is_original_packager,openfda.unii,more_code_info,openfda.upc,openfda.nui,openfda.pharm_class_moa,openfda.pharm_class_epc,openfda.pharm_class_cs,openfda.original_packager_product_ndc,openfda.pharm_class_pe,clean_description
Ongoing,Lenoir,NC,United States,Class I,Drugs,93265,Exela Pharma Sciences LLC,1245 Blowing Rock Blvd,N/A,28645-3618,Voluntary: Firm initiated,Letter,Nationwide,D-0118-2024,"ELCYS (cysteine hydrochloride injection), USP, 500 mg/10mL (50 mg/mL), 10x10 mL Single Dose Sterile Vials, For Intravenous Infusion Only, Rx Only, Manufactured and Distributed by Exela Pharma Sciences, LLC, Lenoir, NC 28645, (Vial: NDC 51754-1007-1; Carton: 51754-1007-3).","38,200 vials",Presence of Particulate Matter: Silicone,20231018,20231122,,20231129,"Lot # 10000798, Expiration Date 03/31/2025",['NDA210660'],['ELCYS'],['CYSTEINE HYDROCHLORIDE'],"['Exela Pharma Sciences, LLC']",['51754-1007'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['CYSTEINE HYDROCHLORIDE'],"['1667993', '2169281']",['04b033f6-7334-4aed-930f-beb3c349f193'],['e7652275-1c53-490c-82ad-e63867df5788'],"['51754-1007-1', '51754-1007-3']",[True],['ZT934N0X4W'],,,,,,,,,"elcys (cysteine hydrochloride injection), usp, 500 mg/10ml (50 mg/ml), 10x10 ml single dose sterile vials, for intravenous infusion only, rx only, manufactured and distributed by exela pharma sciences, llc, lenoir, nc 28645, (vial: ndc 51754-1007-1; carton: 51754-1007-3)."
Ongoing,Gurnee,IL,United States,Class II,Drugs,91788,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0790-2023,"Calcitriol Injection 1 mcg/mL, 1 mL ampules Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs",N/A,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,20230426,20230601,,20230607,All Lots,,,,,,,,,,,,,,,,,,,,,,,"calcitriol injection 1 mcg/ml, 1 ml ampules rx only, distributed by: akorn operating company, llc., gurnee, il 60031.  all ndcs"
Terminated,Buena,NJ,United States,Class II,Drugs,89798,"Teligent Pharma, Inc.",105 Lincoln Avenue,N/A,08310,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0696-2022,"Triamcinolone Acetonide Ointment USP, 0.5%, Net Wt. 15 grams tube, Rx Only, Teligent Pharma, Inc., Buena, New Jersey 08310, NDC 52565-048-15.","159,994 tubes",cGMP deviations: all products within expiry are being recalled because the firm is discontinuing its stability study program.,20220315,20220321,20240617,20220330,"Batch: 15608, Exp. 5/31/2022; 16026, Exp. 9/30/2022; 16224, Exp. 11/30/2022",,,,,,,,,,,,,,,,,,,,,,,"triamcinolone acetonide ointment usp, 0.5%, net wt. 15 grams tube, rx only, teligent pharma, inc., buena, new jersey 08310, ndc 52565-048-15."
Terminated,Durham,NC,United States,Class I,Drugs,91228,"Accord Healthcare, Inc.",1009 Slater Rd Ste 210B,N/A,27703-8446,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0131-2023,"Daptomycin for Injection 350 mg/vial 1 Single-dose vial, Rx only, Manufactured for: Accord Healthcare, Inc., Durham, NC 27703 Manufactured by: Intas Pharmaceuticals Limited, Pharmez, Ahmedabad-382 213, India. NDC 16729-0434-05",Unknown,Labeling mixup: cartons labeled as Daptomycin 350 mg/vial were found to contain vials of Daptomycin 500 mg per vial,20221129,20230113,20240222,20230125,Lot: R2200232 Exp. 01/2025,,,,,,,,,,,,,,,,,,,,,,,"daptomycin for injection 350 mg/vial 1 single-dose vial, rx only, manufactured for: accord healthcare, inc., durham, nc 27703 manufactured by: intas pharmaceuticals limited, pharmez, ahmedabad-382 213, india. ndc 16729-0434-05"
Ongoing,Nicholasville,KY,United States,Class II,Drugs,89909,TMC Acquisition LLC dba Tailor Made Compounding,200 Moore Dr,,40356-8512,Voluntary: Firm initiated,Letter,Nationwide USA and Puerto Rico,D-1225-2022,"Semaglutide/Cyanocobalamin 5mg/0.2mg/ml, 2ml-vial,  Refrigerate, Tailor Made Compounding","9,993 vials",Lack of Assurance of Sterility,20220307,20220714,,20220720,"Batch#: 12092115A2, Exp 3/9/2022; 12162116A2, Exp 3/16/2022; 12212106A2, Exp 3/21/2022; 01062219B, Exp 4/6/2022; 01072205A1, 01072208A1, Exp 4/7/2022; 01102203A1, Exp 4/10/2022; 01132207A1, Exp 4/13/2022; 01192216A1, Exp 4/19/2022; 01202204A2, Exp 4/20/2022; 01272223A2, Exp 4/27/2022; 01312219A2, Exp 5/1/2022; 02032204A2, Exp 5/4/2022; 02072203A1, Exp 5/8/2022; 02182216A1, 02182224A1, Exp 5/19/2022; 02232202A1, 02232210A1, Exp 5/24/2022; 02242202A1, 02242203A1, 02242235A1, 02242238A1, Exp 5/25/2022; 03072217A1, 03072223A1, Exp 6/5/2022; 03082223A1, 03082229A1, Exp 6/6/2022; 03092207A1, 03092219A1, Exp 6/7/2022.",,,,,,,,,,,,,,,,,,,,,,,"semaglutide/cyanocobalamin 5mg/0.2mg/ml, 2ml-vial,  refrigerate, tailor made compounding"
Terminated,Dublin,OH,United States,Class II,Drugs,89450,CARDINAL HEALTHCARE,7200 Cardinal Pl W,,43017-1094,Voluntary: Firm initiated,Letter,Nationwide USA,D-0168-2024,"ARMOUR THYROID (thyroid tablets, USP), 2 GRAIN (120 mg), 100 Tablets, Rx Only, Distributed by: Allergan US, INc., Madison, NJ 07940.  NDC: 0456-0461-01",1 unit,CGMP Deviations: Products were exposed to temperatures outside of the products labeled storage conditions.,20220126,20231226,20240929,20240103,Batch W05543,,['ARMOUR THYROID'],"['THYROID, PORCINE']","['Allergan, Inc.']","['0456-0457', '0456-1045', '0456-0458', '0456-0459', '0456-0460', '0456-0461', '0456-0462', '0456-0463', '0456-0464']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['SUS SCROFA THYROID'],"['198278', '208534', '208535', '208540', '208543', '208544', '208545', '208547', '208549', '208551', '313385', '313387', '313391', '313393', '314267', '315235']",['a8878da0-2056-4eee-925e-3d96c6dbc334'],['56b41079-60db-4256-9695-202b3a65d13d'],"['0456-0457-01', '0456-1045-01', '0456-0458-01', '0456-0458-11', '0456-0458-63', '0456-0459-01', '0456-0459-11', '0456-0459-63', '0456-0460-01', '0456-0461-01', '0456-0461-11', '0456-0461-63', '0456-0462-01', '0456-0463-01', '0456-0464-01']",[True],['6RV024OAUQ'],,,,,,,,,"armour thyroid (thyroid tablets, usp), 2 grain (120 mg), 100 tablets, rx only, distributed by: allergan us, inc., madison, nj 07940.  ndc: 0456-0461-01"
Terminated,Conway,AR,United States,Class II,Drugs,72179,US Compounding Inc,1270 Don's Lane,N/A,72032,Voluntary: Firm initiated,Letter,Nationwide,D-0270-2016,"Morphine PF (2 mg/2 mL), 2 mL Single Use Vial, For IV or IM Administration, Rx only, Compounded by US Compounding Pharmacy, Conway, Arkansas, 72032, NDC 62295-2171-02","5,919 vials",Lack of Assurance of Sterility; The firm is recalling all sterile preparations that are within expiry due to deficient practices which may have an impact on sterility assurance.,20150912,20151117,20170330,20151125,"Lot Code: 20151008@2 BUD: 2/6/2016, 20151307@2 BUD: 1/9/2016, 20153107@27 BUD: 1/27/2016",,,,,,,,,,,,,,,,,,,,,,,"morphine pf (2 mg/2 ml), 2 ml single use vial, for iv or im administration, rx only, compounded by us compounding pharmacy, conway, arkansas, 72032, ndc 62295-2171-02"
Terminated,Vicksburg,MS,United States,Class II,Drugs,79748,"Kroger Specialty Pharmacy, Inc.",100 Pear Orchard Dr Ste A,N/A,39180-7153,Voluntary: Firm initiated,Letter,"MS, LA, AR, IL, FL",D-0797-2018,Tasigna Capsules 150 mg NDC 00078-0592-87 28 days supply,Unknown,Lack of Processing Controls.,20180403,20180510,20200507,20180516,All lots remaining within expiry dispensed 12/01/2017 through 02/12/2018,,,,,,,,,,,,,,,,,,,,,,,tasigna capsules 150 mg ndc 00078-0592-87 28 days supply
Terminated,Lake Zurich,IL,United States,Class I,Drugs,85504,"Fresenius Kabi USA, LLC",3 Corporate Dr,N/A,60047-8930,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",USA Nationwide and Puerto Rico,D-1296-2020,"Ketorolac Tromethamine Injection, USP, 30 mg per mL, packaged in 1 mL Single Dose Vials (NDC 63323-162-00); 25 x 1 mL Single Dose Vials per tray (NDC 63323-162-01); For IM or IV use, Rx only, Fresenius Kabi, Lake Zurich, IL  60047.","5,314,400 vials",Presence of Particulate Matter - found in reserve sample vials at the firm.,20200420,20200608,20231016,20200617,"Lot #: 6118737, 6118902, Exp 04/2020; 6119052, Exp 05/2020; 6119752, Exp 08/2020; 6122349, Exp 07/2021; 6122538, Exp 09/2021",['ANDA075784'],['KETOROLAC TROMETHAMINE'],['KETOROLAC TROMETHAMINE'],"['Fresenius Kabi USA, LLC']","['63323-161', '63323-162']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['KETOROLAC TROMETHAMINE'],"['860092', '1665459', '1665461']",['ab476c4c-2c72-47b1-bf42-7a89703b0dd4'],['d1920335-8e45-4960-b6e9-e6f1f9e6820c'],"['63323-161-00', '63323-161-01', '63323-162-11', '63323-162-51', '63323-162-00', '63323-162-01', '63323-162-03', '63323-162-02']",[True],['4EVE5946BQ'],,"['0363323162115', '0363323161002', '0363323162009', '0363323162030']",,,,,,,"ketorolac tromethamine injection, usp, 30 mg per ml, packaged in 1 ml single dose vials (ndc 63323-162-00); 25 x 1 ml single dose vials per tray (ndc 63323-162-01); for im or iv use, rx only, fresenius kabi, lake zurich, il  60047."
Terminated,Suffern,NY,United States,Class II,Drugs,66015,Novartis Pharmaceuticals Corp.,25 Old Mill Rd,,10901-4106,Voluntary: Firm initiated,Letter,Nationwide and Puerto Rico,D-336-2014,"Stalevo (carbidopa, levodopa, and entacapone) 12.5/50/200 mg, 7 tablets per bottle, Physician Sample-Not For Sale, Rx only,  Manufactured by: Novartis Pharma Productions GmbH Wehr, Germany.  Distributed by: Novartis Pharmaceuticals Corp. East Hanover, New Jersey 07936, NDC # 0078-9407-01","18,665 bottles","Chemical Contamination: Novartis Pharmaceuticals Corporation has recalled physician sample bottles of Diovan, Exforge, Exforge HCT,Lescol XL, Stalevo, Tekturna and Tekturna HCT Tablets due to contamination with Darocur 1173 a photocuring agent used in inks on shrink-wrap sleeves.",20130808,20131206,20151221,20131218,"Product code: 707156; Lot Number: F0012, Exp 02/28/2014",,,,,,,,,,,,,,,,,,,,,,,"stalevo (carbidopa, levodopa, and entacapone) 12.5/50/200 mg, 7 tablets per bottle, physician sample-not for sale, rx only,  manufactured by: novartis pharma productions gmbh wehr, germany.  distributed by: novartis pharmaceuticals corp. east hanover, new jersey 07936, ndc # 0078-9407-01"
Terminated,Mehbubnagar,N/A,India,Class II,Drugs,62113,Aurobindo Pharma LTD,"Unit VII, Formulation Plant","Survey 411, 425, 434-435, 458, Plot S1",N/A,Voluntary: Firm initiated,FAX,Nationwide,D-041-2013,"Northstar Zolpidem Tartrate Tablets USP 10 mg.  Manufactured for Northstar RX, LLC Memphis, TN 38141.  Manufactured by Aurobindo Pharma Limited, Unit VII, Mahaboob Dagar, 509302, India","23,616 bottles",Adulterated Presence of Foreign Tablets: This product is being recalled becaiuse 30 valacyclovir hydrochloride tablets USP 500 mg were discovered in a bottle labeled Zolpidem Tartrate tables USP 10 mg,20120309,20121106,20131121,20121114,Batch Number ZPSB11054-A Exp. 05/13,,,,,,,,,,,,,,,,,,,,,,,"northstar zolpidem tartrate tablets usp 10 mg.  manufactured for northstar rx, llc memphis, tn 38141.  manufactured by aurobindo pharma limited, unit vii, mahaboob dagar, 509302, india"
Terminated,Mahwah,NJ,United States,Class II,Drugs,88591,"Glenmark Pharmaceuticals Inc., USA",750 Corporate Dr,,07430-2009,Voluntary: Firm initiated,Letter,Nationwide.,D-0820-2021,Fulvestrant Injection 250 mg/5 mL (50 mg/mL) For Intramuscular Use Only Contains 2 single-dose pre-filled syringes Rx only NDC 68462-317-32,28658 cartons,Lack of Assurance of Sterility,20210827,20210921,20231004,20210929,Lots: 30200014 Exp. 04/30/2022; 30200015 Exp. 05/31/2022; 30200015 Exp. 05/31/2022; 30200016 Exp. 05/31/2022; 30200036 Exp. 09/30/2022; 30200038 Exp. 09/30/2022; 30200039 Exp. 09/30/2022; 30200040 Exp. 09/30/2022; 30210001 Exp. 12/31/2022; 30210002 Exp. 12/31/2022; 30210003 Exp. 01/31/2023; 30210004 Exp. 01/31/2023; 30210005 Exp. 01/31/2023; 30210006 Exp. 01/31/2023; 30210014 Exp. 02/28/2023; 30210022 Exp. 02/28/2023; 30210028 Exp. 02/28/2023; 30210029 Exp. 02/28/2023; 30210030 Exp. 02/28/2023; 30210031 Exp. 02/28/2023,,,,,,,,,,,,,,,,,,,,,,,fulvestrant injection 250 mg/5 ml (50 mg/ml) for intramuscular use only contains 2 single-dose pre-filled syringes rx only ndc 68462-317-32
Terminated,San Diego,CA,United States,Class II,Drugs,92752,Central Admixture Pharmacy Services Inc,7935 Dunbrook Rd Ste C,N/A,92126-6322,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1058-2023,"HYDROmorphone in 0.9% sodium chloride, 15 mg/30 mL, (0.5 mg/mL), 30 mL Syringe, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC 71286-2011-1","2,077 syringes",Lack of assurance of sterility: Lack of validation data for sanitization cycles,20230717,20230803,20250321,20230809,"Lot: 17-270770, Exp. 7/19/2023; 17-271061, Exp. 7/24/2023; 17-271419, Exp. 7/30/2023; 17-271678, Exp. 8/2/2023; 17-272124, Exp. 8/10/2023; 17-272302, Exp. 8/14/2023; 17-272518, Exp. 8/17/2023; 17-273493, Exp. 9/4/2023; 17-273671, Exp. 9/6/2023.",,,,,,,,,,,,,,,,,,,,,,,"hydromorphone in 0.9% sodium chloride, 15 mg/30 ml, (0.5 mg/ml), 30 ml syringe, rx only, central admixture pharmacy services, inc., 7935 dunbrook road, suite c, san diego, ca 92126, ndc 71286-2011-1"
Terminated,Eugene,OR,United States,Class II,Drugs,68199,"Independent Nutrition Center, Inc.",4091 W 11th Ave Ste C,N/A,97402-5602,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide and Puerto Rico,D-1349-2014,"Red Yeast Rice High Potency Dietary Supplement, 600 mg, packaged in a) 120-count VegeCaps per bottle (UPC 8 01650 02205 9) and b) 500-count VegeCaps per bottle (UPC 8 01650 02206 6), Manufactured by: Back to Health, Eugene, Oregon 97402.",a) 209 bottles and b) 8 bottles,Marketed Without An Approved NDA/ANDA: Product is being recalled due to excessive levels of lovastatin. Lovastatin is an FDA approved drug making this dietary supplement an unapproved new drug.,20140429,20140522,20140724,20140528,Lot #: 1402009; 1312008; 1309017; and 1308009,,,,,,,,,,,,,,,,,,,,,,,"red yeast rice high potency dietary supplement, 600 mg, packaged in a) 120-count vegecaps per bottle (upc 8 01650 02205 9) and b) 500-count vegecaps per bottle (upc 8 01650 02206 6), manufactured by: back to health, eugene, oregon 97402."
Ongoing,Columbus,OH,United States,Class II,Drugs,95849,Amerisource Health Services LLC,2550 John Glenn Ave Ste A,,43217-1188,Voluntary: Firm initiated,Letter,"PA, OH, PR",D-0101-2025,"Duloxetine Delayed-Release Capsules, USP, 60 mg, Rx only, 1,000 count bottle, Manufactured by: Aurobindo Pharma Limited, Hyderabad-500 090, India, For BluePoint Laboratories   NDC 68001-415-08","8,561 bottles",CGMP Deviations: Presence of N-nitroso-duloxetine impurity above the recommended interim limit,20241114,20241203,,20241211,"Lot, expiry: DT6022159A, DT6022167A, DT6022168A, exp 11/30/2024; Lot DT6023034A, 12/31/2024; Lots DT6023050A, DT6023051A, DT6023063A, DT6023067A, exp 01/31/2025; Lots DT6023073A,  DT6023072A, exp 02/28/2025",['ANDA090778'],['DULOXETINE'],['DULOXETINE HYDROCHLORIDE'],['BluePoint'],"['68001-414', '68001-413', '68001-415']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['DULOXETINE HYDROCHLORIDE'],"['596926', '596930', '596934']",['303e9e2e-26e7-c444-e063-6394a90a3b62'],['c9492555-6061-47bf-923e-26d4d5528453'],"['68001-413-06', '68001-414-04', '68001-414-05', '68001-414-08', '68001-415-04', '68001-415-05', '68001-415-08']",[True],['9044SC542W'],,"['0368001413060', '0368001415040', '0368001414043']",,,,,,,"duloxetine delayed-release capsules, usp, 60 mg, rx only, 1,000 count bottle, manufactured by: aurobindo pharma limited, hyderabad-500 090, india, for bluepoint laboratories   ndc 68001-415-08"
Terminated,Vancouver,WA,United States,Class II,Drugs,65707,"Aidapak Services, LLC",14301 Se 1st St,,98684-3501,Voluntary: Firm initiated,Telephone,"Repacked drugs were distributed in Arizona, California, Oregon, and Washington.",D-734-2014,"MELATONIN, Tablet, 1 mg, Over The Counter, Distributed by: AidaPak Service, LLC, NDC 74312002832",360 Tablets,"Labeling:Label Mixup; MELATONIN, Tablet, 1 mg may be potentially mislabeled as    OMEGA-3 FATTY ACID, Capsule, 1000 mg, NDC 40985022921, Pedigree: W003711, EXP: 6/26/2014.",20130702,20140116,20140207,20140122,"MELATONIN, Tablet, 1 mg has the following code    Pedigree: W003717, EXP: 6/26/2014.",,,,,,,,,,,,,,,,,,,,,,,"melatonin, tablet, 1 mg, over the counter, distributed by: aidapak service, llc, ndc 74312002832"
Terminated,Edmond,OK,United States,Class II,Drugs,77064,Qualgen,14844 Bristol Park Blvd,N/A,73013-1891,Voluntary: Firm initiated,Letter,Nationwide.,D-0891-2017,"Estradiol 20 mg pellet 99.5% Estradiol USP, .5% Stearic Acid NF in 1 count and 12 count bottles, Sterile Office Use Only, For Subcutaneous Use Only Rx Only, Manufactured by Qualgen 14844 Bristol Park Blvd Edmond, OK 73013 NDC: 69761-020-01","4,468 pellets.",CGMP deviations- Lack of Quality Assurance,20170419,20170607,20210924,20170614,Lot# C022; Exp. 08/21/17  Lot# B143; Exp. 11/22/17  Lot# B104; Exp. 09/27/17  Lot# B073; Exp. 08/1/17  Lot# B052; Exp. 06/13/17,,,,,,,,,,,,,,,,,,,,,,,"estradiol 20 mg pellet 99.5% estradiol usp, .5% stearic acid nf in 1 count and 12 count bottles, sterile office use only, for subcutaneous use only rx only, manufactured by qualgen 14844 bristol park blvd edmond, ok 73013 ndc: 69761-020-01"
Terminated,Huntsville,AL,United States,Class III,Drugs,70852,Qualitest Pharmaceuticals,120 Vintage Dr NE,N/A,35811-8216,Voluntary: Firm initiated,Letter,Nationwide,D00432-2015,"PROMETHAZINE VC WITH CODEINE SYRUP, EACH 5 ml contains:  Codeine Phosphate 10 mg, Promethazine Hydrochloride 6.25 mg, Phenylephrine Hydrochloride 5 mg, alcohol 7%, (a) 4 fl oz bottle (NDC 0603-1588-54) and (b) 16 fl oz bottle (NDC 0603-1588-58) Rx only, Manufactured for QUALITEST PHARMACEUTICALS, HUNTSVILLE, AL 35811.","36,732 units",Failed Impurities/Degradation Specifications: A stability lot was out of specification for a known impurity at the 8 month Controlled Room Temperature stability time-point.,20150325,20150406,20160712,20150415,"Lot #:   (a) L073D14A, Exp 07/31/15.  Lot #: (b) L073D14B, Exp 07/31/15; 0000002247, Exp 03/31/16; L063B14A, Exp 05/31/15",,,,,,,,,,,,,,,,,,,,,,,"promethazine vc with codeine syrup, each 5 ml contains:  codeine phosphate 10 mg, promethazine hydrochloride 6.25 mg, phenylephrine hydrochloride 5 mg, alcohol 7%, (a) 4 fl oz bottle (ndc 0603-1588-54) and (b) 16 fl oz bottle (ndc 0603-1588-58) rx only, manufactured for qualitest pharmaceuticals, huntsville, al 35811."
Completed,Orlando,FL,United States,Class II,Drugs,90204,Olympia Compounding Pharmacy dba Olympia Pharmacy,6700 Conroy Rd Ste 155,,32835-3515,Voluntary: Firm initiated,Letter,"Distributed Nationwide in th USA, Puerto Rico and US Virgin Islands",D-0930-2022,"Lidocaine 2% (20 mg/mL), Multi-Dose 30 mL vial , Rx Only, Olympia Pharmaceuticals, 6700 Conroy Rd., Ste. 155 Orlando, FL 32835, NDC 73198-0097-30",1195 vials,Lack of assurance of sterility.,20220509,20220525,,20220601,Lots: L246022 BUD: 6/22/2022; B24208-22 BUD: 8/8/2022,,,,,,,,,,,,,,,,,,,,,,,"lidocaine 2% (20 mg/ml), multi-dose 30 ml vial , rx only, olympia pharmaceuticals, 6700 conroy rd., ste. 155 orlando, fl 32835, ndc 73198-0097-30"
Terminated,Grand Island,NY,United States,Class I,Drugs,81570,"Fresenius Kabi USA, LLC",3159 Staley Rd,N/A,14072-2028,Voluntary: Firm initiated,Letter,Distributed Nationwide in the USA and Puerto RIco,D-0299-2019,"SODIUM CHLORIDE INJECTION, USP, 0.9%, 20 mL Single Dose Vial, packaged in a 25-unit tray, Rx Only, APP Pharmaceuticals, LLC Schaumburg, IL 60173. NDC 63323-186-20,  Product code 918620","1,312,350 20 mL vials",Labeling Not Elsewhere Classified: Fresenius Kabi is taking this action due to an incorrect statement on the product insert for product codes 918610 and 918620 indicating that the stoppers do not contain natural rubber latex.  The tray label for these two product codes and the vial label for product code 918620 also incorrectly state that the stoppers do not contain latex.  The above listed product codes and batches being recalled have stoppers containing natural rubber latex.,20181115,20181214,20230501,20181212,Lot#          EXP date:   6013062 11/2018  6014162 05/2019  6014163 05/2019  6014164 05/2019  6014377 06/2019  6014378 06/2019  6014379 06/2019  6016005 02/2020  6016071 02/2020  6016072 02/2020  6016073 02/2020  6017383 07/2020  6017384 07/2020  6017422 07/2020  6017423 07/2020  6017424 07/2020,['ANDA088912'],['SODIUM CHLORIDE'],['SODIUM CHLORIDE'],"['Fresenius Kabi USA, LLC']",['63323-186'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['SODIUM CHLORIDE'],"['1807632', '1807636', '1807637', '1807638']",['75c567e3-582b-4fff-9a72-f326f1d13c8f'],['f62481fd-fcdb-4be6-ac13-29c590e925c3'],"['63323-186-04', '63323-186-02', '63323-186-01', '63323-186-10', '63323-186-03', '63323-186-20']",[True],['451W47IQ8X'],,['0363323186036'],,,,,,,"sodium chloride injection, usp, 0.9%, 20 ml single dose vial, packaged in a 25-unit tray, rx only, app pharmaceuticals, llc schaumburg, il 60173. ndc 63323-186-20,  product code 918620"
Terminated,Ocala,FL,United States,Class II,Drugs,75289,Wells Pharmacy Network LLC,1210 SW 33rd Ave,N/A,34474-2853,Voluntary: Firm initiated,Press Release,Nationwide,D-0338-2017,"Testosterone Cypionate in Sesame Oil Injectable, 210 mg/mL, 10 mL vial, Compounded by Wells Pharmacy, Ocala, FL",21 vials,Lack of Assurance of Sterility,20160921,20170104,20210702,20170111,"All lot codes of product prepared between 02/22/2016 and 09/14/2016, within expiry.     Known lot code: 03312016@9",,,,,,,,,,,,,,,,,,,,,,,"testosterone cypionate in sesame oil injectable, 210 mg/ml, 10 ml vial, compounded by wells pharmacy, ocala, fl"
Terminated,South Lyon,MI,United States,Class II,Drugs,66566,Specialty Medicine Compounding Pharmacy,350 S Lafayette St,,48178-1814,Voluntary: Firm initiated,Press Release,"Hospitals, clinics, physicians, and patients in the Michigan area only.",D-458-2014,"0.9% Sodium chloride a) DT-0.9% Sodium chloride* 100 mL Drug Study - IV 100 mL Injectable, b) DT-0.9% Sodium Chloride* 100 mL Drug Study - Topical, Rx only, Specialty Medicine Compounding Pharmacy, 350 S Lafayette, South Lyon, MI  48178",a) Injectable 800 mL; b) Topical 600 mL,Lack of Assurance of Sterility: All unexpired sterile compounded human and veterinary products are being recalled because they were compounded in the same environment and under the same practices as another product found to be non-sterile and therefore sterility cannot be assured.,20131019,20140110,20140922,20140122,"All unexpired lots, manufactured and distributed between 07/01/2013 and 10/19/2013; including Lot #s: a) Injectable 09252013@8, 09302013@2, 10152013@6; b) Topical 09252013@9, 09302013@5, 10152013@8",,,,,,,,,,,,,,,,,,,,,,,"0.9% sodium chloride a) dt-0.9% sodium chloride* 100 ml drug study - iv 100 ml injectable, b) dt-0.9% sodium chloride* 100 ml drug study - topical, rx only, specialty medicine compounding pharmacy, 350 s lafayette, south lyon, mi  48178"
Terminated,Lake Forest,IL,United States,Class II,Drugs,65077,Hospira Inc.,275 N Field Dr,N/A,60045-2579,Voluntary: Firm initiated,Letter,Nationwide and Puerto Rico,D-313-2013,"Diazepam Injection, USP 5 mg/mL, 10 mL, Multiple-dose fliptop vial, RX only, HOSPIRA, INC. LAKE FOREST, IL 60045 USA, NDC 0409-3213-12","114,000 vials",Lack of Assurance of Sterility: Loose crimp applied to the fliptop vial.,20130226,20130506,20141110,20130515,Lot 05-585-EV Exp. 05/13,['ANDA071583'],['DIAZEPAM'],['DIAZEPAM'],"['Hospira, Inc.']",['0409-3213'],['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['DIAZEPAM'],['309845'],['2d6df2eb-55ce-4d78-b268-99cbb512a687'],['7e7dd743-a87b-4ab3-b6ae-f116cd0c8b0f'],"['0409-3213-11', '0409-3213-12']",[True],['Q3JTX2Q7TU'],,,"['N0000175694', 'M0002356']",,['Benzodiazepine [EPC]'],['Benzodiazepines [CS]'],,,"diazepam injection, usp 5 mg/ml, 10 ml, multiple-dose fliptop vial, rx only, hospira, inc. lake forest, il 60045 usa, ndc 0409-3213-12"
Ongoing,Dawsonville,GA,United States,Class II,Drugs,96573,Direct Rx,94 Worldwide Dr,,30534-6828,Voluntary: Firm initiated,E-Mail,"Physicians and medical facilities in 5 states: AL, CA, FL, GA, ID",D-0364-2025,"CIPROFLOXACIN OPHTH SOLUTION, 0.3% 5mL bottle, Rx Only, Generic for CILOXAN, Packaged and Distributed by: DIRECT Rx, NDC 61919-795-05.",477 bottles.,Defective Container: Unable to get the solution out of the bottle as the spike of the cap was lodged in the nozzle of the product bottle,20250131,20250415,,20250423,"Lot 11SE2402, Exp Date: 11/30/2025 Lot 14NO2406, Exp Date: 12/31/2025 Lot 29OC2420, Exp Date: 11/30/2025 Lot 30SE2412, Exp Date: 11/30/2025",,,,,,,,,,,,,,,,,,,,,,,"ciprofloxacin ophth solution, 0.3% 5ml bottle, rx only, generic for ciloxan, packaged and distributed by: direct rx, ndc 61919-795-05."
